"Case","Case_Name","Region","Status","Date_Filed","Date_Closed","Reason_Closed","City","State","Unit ID","Ballot_Type","Tally_Type","Tally_Date","Num_Eligible_Voters","Void Ballots","Labor_Union","Votes_For_Union","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes_Against","Total_Ballots_Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Allegations","Union","Unit Sought","Voters","Length","Tally_Quarter","Filed_Quarter","size","Unique","Case_Type","Election_Data","Plot_Labor_Union","National","National_Count","Margin","Union_Cer","Didnt_Vote","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit"
"21-RC-309082","Starbucks Corporation","Region 21, Los Angeles, California","Closed",2022-12-16,2023-02-02,"Certification of Results","Riverside","CA","A","Single Labor Organization","Initial",2023-01-24,26,NA,"Workers United",9,"",NA,"",NA,15,24,"",NA,"","","Included:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at the facility currently located at 3707 Arlington Avenue, Riverside, California.

Others Permitted to Vote:  The parties have agreed that Assistant Store Managers may vote in the election but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election. 

Excluded:  All Store Managers, office clerical employees, professional employees, managerial employees, guards and supervisors as defined in the Act.","","","","","","Included: All Baristas and Shift Supervisors employed by the Employer at the store located at 3707 Arlington Ave, Riverside, CA 92506

Excluded: All Store Managers, Assistant Store Managers, office clericals, guards and supervisors as defined by the Act",26,39,2023-01-01,2022-10-01,"26-50",TRUE,"RC","Yes","Workers United","WU",1,0.375,"No",2,33.99504,-117.373184,"Riverside, CA 92501",1,"place","TIGER/Line® dataset from the US Census Bureau","Riverside","Riverside County","CA","92501","US",1,33.7978622746216,-117.191823643025
"21-RC-316047","Starbucks Corporation","Region 21, Los Angeles, California","Closed",2023-04-12,2023-05-31,"Certific. of Representative","Encinitas","CA","A","Single Labor Organization","Initial",2023-05-19,28,NA,"Workers United a/w SEIU",21,"",NA,"",NA,2,23,"",NA,"","Workers United a/w SEIU","Included:  All full-time and regular part-time baristas and shift supervisors employed by the Employer at the facility currently located at 905 Orpheus Avenue, Suite103, Encinitas California.

Excluded: All store managers, assistant store managers, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.","","","","","Workers United a/w SEIU","Included:  All Baristas and Shift Supervisors employed by the Employer at the store located at:  905 Orpheu Ave #103, Encinitas, CA 92024.

Excluded:  All Store Managers, Assistant Store Managers, office clericals, guards and supervisors as defined by the Act.",28,37,2023-04-01,2023-04-01,"26-50",TRUE,"RC","Yes","Workers United a/w SEIU","WU",1,0.91304347826087,"Yes",5,33.016928,-116.846046,"Encinitas, CA 92023",1,"place","TIGER/Line® dataset from the US Census Bureau","Encinitas","San Diego County","CA","92023","US",1,33.1817010430122,-117.011010808384
"21-RC-316509","Starbucks Corporation","Region 21, Los Angeles, California","Closed",2023-04-19,2023-06-05,"Certific. of Representative","Indio","CA","A","Single Labor Organization","Initial",2023-05-25,24,NA,"Workers United",17,"",NA,"",NA,5,22,"",NA,"","Workers United","Included:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at the facility currently located at 81952 US Highway 111, Indio California 92201.

Excluded: All Store Managers, office clerical employees, professional employees, managerial employees, guards and supervisors as defined in the Act.

Others Permitted to Vote:  The parties have agreed that Assistant Store Managers may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United","Included:  All Baristas and Shift Supervisors employed by the Employer at the store located at 81952 US Highway 111 Indio CA 92201.

Excluded:  All Store Managers, Assistant Store managers, office clericals, guards and supervisors as defined by the Act",24,36,2023-04-01,2023-04-01,"11-25",TRUE,"RC","Yes","Workers United","WU",1,0.772727272727273,"Yes",2,33.710984,-116.204844,"Indio, CA 92201",1,"place","TIGER/Line® dataset from the US Census Bureau","Indio","Riverside County","CA","92201","US",1,33.4487353579559,-116.187422916941
"21-RC-320799","Starbucks Corporation","Region 21, Los Angeles, California","Open",2023-06-27,NA,"","San Diego","CA","A","Single Labor Organization","Initial",2023-08-04,17,NA,"WORKERS UNITED",15,"",NA,"",NA,2,17,"",NA,"","Workers United","Included:  All full-time and regular part-time baristas and shift supervisors employed by the Employer at the facility currently located at 1240 University, San Diego California.

Excluded:  All store managers, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.   

Others Permitted to Vote:  The parties have agreed that Assistant Store Managers may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","","Included: All full time and regular part time Baristas and Shift Supervisors employed at: 1240 University Ave, San Diego, CA 92103.

Excluded: All Store Managers, office clericals, supervisors and guards as defined by the Act.",NA,38,2023-07-01,2023-04-01,"11-25",TRUE,"RC","Yes","WORKERS UNITED","WU",1,0.882352941176471,"No",0,32.724103,-117.170912,"San Diego, CA 92101",1,"place","TIGER/Line® dataset from the US Census Bureau","San Diego","San Diego County","CA","92101","US",1,32.2762689215447,-117.570844244094
"21-RD-320226","Starbucks Corporation","Region 21, Los Angeles, California","Open",2023-06-20,NA,"","Lakewood","CA","","","",NA,30,NA,"Starbucks Workers United",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  All Store Managers.",NA,NA,NA,2023-04-01,"26-50",TRUE,"RD","No","Starbucks Workers United","WU",1,NA,"No",NA,33.845624,-118.14645,"Lakewood, CA 90712",1,"place","TIGER/Line® dataset from the US Census Bureau","Lakewood","Los Angeles County","CA","90712","US",1,33.6559969798459,-118.197587108356
"21-RD-322127","Starbucks Corporation","Region 21, Los Angeles, California","Open",2023-07-19,NA,"","La Quinta","CA","","","",NA,24,NA,"Starbucks Workers United",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included:  All full time and Regular part time baristas and shift supervisor employed by the Employer at the facility 79845 Highway 111 104 CA 92253

Excluded:  Store managers, office clerical, professional employees, managerial employees, guards, supervisor defined in the Act.",NA,NA,NA,2023-07-01,"11-25",TRUE,"RD","No","Starbucks Workers United","WU",1,NA,"No",NA,33.670978,-116.259176,"La Quinta, CA 92253",1,"place","TIGER/Line® dataset from the US Census Bureau","La Quinta","Riverside County","CA","92253","US",1,33.3019179267193,-115.962641890605
"22-RC-288780","Starbucks Corporation","Region 22, Newark, New Jersey","Closed",2022-01-11,2022-05-04,"Certific. of Representative","Hopewell (Township)","NJ","A","Single Labor Organization","Initial",2022-04-25,26,1,"WORKERS UNITED",15,"",NA,"",NA,0,15,"",1,"","WORKERS UNITED","INCLUDED: All full time and regular part-time Baristas and Shift Supervisors
employed by the Employer at its store #7853 located at 800 Denow Road, Pennington, New Jersey.

EXCLUDED: All office clericals, store managers, guards and supervisors 
as defined in the Act, and all other employees.

OTHERS PERMITTED TO VOTE: At this time, no decision has been made regarding whether employees classified as Assistant Store Manager are included in, or excluded from, the bargaining unit, and individuals in this classification may vote in the election but their ballots shall be challenged since their eligibility has not been determined. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United","INCLUDED:  All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers

EXCLUDED:  Store managers, office clericals, guards, and supervisors as defined by the Act",26,104,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","WORKERS UNITED","WU",1,1,"Yes",11,40.389675,-74.783956,"Hopewell, NJ 08525",1,"place","TIGER/Line® dataset from the US Census Bureau","Hopewell","Mercer County","NJ","8525","US",1,40.3170974645924,-74.4456437634078
"22-RC-291263","Starbucks Corporation","Region 22, Newark, New Jersey","Closed",2022-02-25,2022-05-10,"Certific. of Representative","Hamilton","NJ","A","Single Labor Organization","Initial",2022-05-02,28,NA,"Workers United",8,"",NA,"",NA,3,11,"",1,"","Workers United","INCLUDED: All full time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store #8964 located at 1081 Whitehorse Road, Hamilton Township, New Jersey.
EXCLUDED: All office clericals, Store Managers, guards and supervisors as defined in the Act, and all other employees.
OTHERS PERMITTED TO VOTE: At this time, no decision has been made regarding whether employees classified as Assistant Store Manager are included in, or excluded from, the bargaining unit, and individuals in this classification may vote in the election but their ballots shall be challenged since their eligibility has not been determined. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","Workers United","INCLUDED:  All full-time and regular part-time Baristas, Shift Supervisors, Asst. Store Managers

EXCLUDED:  Store managers, office clericals, guards, and supervisors as defined in the Act",28,66,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Workers United","WU",1,0.727272727272727,"Yes",17,40.207057,-74.081251,"Hamilton, NJ 07753",0.8,"place","TIGER/Line® dataset from the US Census Bureau","Hamilton","Monmouth County","NJ","7753","US",1,39.8767451398093,-73.6215013807563
"22-RC-291520","Starbucks Corporation","Region 22, Newark, New Jersey","Closed",2022-03-01,2022-05-10,"Certific. of Representative","Summit","NJ","A","Single Labor Organization","Initial",2022-05-02,18,NA,"WORKERS UNITED",7,"",NA,"",NA,3,10,"",NA,"","WORKERS UNITED","Included:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its Store #7226 located at 2 Beechwood Road, Summit, New Jersey.

Excluded: All Store Managers, confidential employees, office clerical employees, managerial employees, professional employees, guards, and supervisors as defined by the Act, and all other employees.

Others permitted to vote: The parties have agreed that employees in the title of Assistant Store Managers working for the Employer at its Store #7226 located at 2 Beechwood Road, Summit, NJ, may vote in the election subject to challenge as their inclusion or exclusion in the bargaining unit has not yet been determined. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","","","WORKERS UNITED","INCLUDED:  All full-time and regular part-time baristas, shift supervisors, and assist. store managers

EXCLUDED:  Store managers, office clericals, guards, and supervisors as defined by the Act",18,62,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","WORKERS UNITED","WU",1,0.7,"Yes",8,40.71275,-74.361594,"Summit, NJ 07901",1,"place","TIGER/Line® dataset from the US Census Bureau","Summit","Union County","NJ","7901","US",1,40.9280778063051,-74.7430081189214
"22-RC-297792","STARBUCKS CORPORATION","Region 22, Newark, New Jersey","Closed",2022-06-16,2022-08-19,"Certific. of Representative","Montclair","NJ","A","Single Labor Organization","Initial",2022-08-10,17,NA,"Workers United",7,"",NA,"",NA,0,7,"",NA,"","Workers United","Included:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its Store #13856 located at 40 South Park Street, Montclair, New Jersey.

Excluded: All Store managers, confidential employees, office clerical employees, managerial employees, professional employees, guards and supervisors as defined by the Act, and all other employees.","","","","","Workers United a/w SEIU","INCLUDED  All full-time and regular part-time baristas, shift supervisors, and assist. store managers.

EXCLUDED:  Store managers, office clericals, guards, and supervisors as defined by the Act.",17,55,2022-07-01,2022-04-01,"11-25",TRUE,"RC","Yes","Workers United","WU",1,1,"Yes",10,40.811908,-74.216389,"Montclair, NJ 07042",1,"place","TIGER/Line® dataset from the US Census Bureau","Montclair","Essex County","NJ","7042","US",1,40.4481280507429,-74.3472598745055
"22-RC-321062","STARBUCKS CORPORATION","Region 22, Newark, New Jersey","Open",2023-07-03,NA,"","Ledgewood","NJ","","","",NA,25,NA,"Workers United",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","INCLUDED:  All full-time and regular part-time baristas and shift supervisors.

EXCLUDED:  Store managers, assistant store managers, office clericals, guards, and supervisors as defined by the National Labor Relations Act.",NA,NA,NA,2023-07-01,"11-25",TRUE,"RC","No","Workers United","WU",1,NA,"No",NA,40.88121,-74.65599,"Ledgewood, NJ 07852",1,"place","TIGER/Line® dataset from the US Census Bureau","Ledgewood","Morris County","NJ","7852","US",1,40.9435030307873,-74.519183588797
"25-RC-290609","Starbucks Corporation","Region 25, Indianapolis, Indiana","Closed",2022-02-14,2022-05-04,"Certific. of Representative","Cary","IL","A","Single Labor Organization","Initial",2022-04-26,27,NA,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",17,"",NA,"",NA,4,24,"",3,"","Chicago & Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at it Store #29259 located at 620 Northwest Highway, Cary, IL.

Excluded: All store managers, assistant store managers, office clerical employees, confidential employees, managerial employees, professional employees, guards and supervisor as defined in the Act, and all other employees.","","","","","Workers United Chicago & Midwest Regional Joint Board","Included:  All full-time and regular part-time Baristas and Shift Supervisors
Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",27,71,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.80952380952381,"Yes",6,42.204626,-88.250783,"Cary, IL 60013",1,"place","TIGER/Line® dataset from the US Census Bureau","Cary","McHenry County","IL","60013","US",1,42.0662027727606,-87.785704764629
"25-RC-290625","Starbucks Corporation","Region 25, Indianapolis, Indiana","Closed",2022-02-14,2022-05-04,"Certific. of Representative","Peoria","IL","A","Single Labor Organization","Initial",2022-04-26,18,1,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",9,"",NA,"",NA,2,11,"",NA,"","Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #8919 located at 1200 West Main Street Peoria, IL. 

Excluded: All store managers, assistant store managers, office clerical employees, confidential employees, managerial employees, professional employees, guards and supervisor as defined in the Act, and all other employees.","","","","","Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU","Included:
All full-time and regular part-time Baristas and Shift Supervisors

Excluded:
Store Managers, Office Clericals, Guards, Professional Employees, and Supervisors",18,71,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU","WU",1,0.818181818181818,"Yes",7,40.693137,-89.589847,"Peoria, IL 61601",1,"place","TIGER/Line® dataset from the US Census Bureau","Peoria","Peoria County","IL","61601","US",1,40.7755373079906,-89.7726209470173
"25-RC-295115","Starbucks Corporation","Region 25, Indianapolis, Indiana","Open",2022-05-03,NA,"","Peoria","IL","A","Single Labor Organization","Initial",2022-07-12,8,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",2,"",NA,"",NA,2,4,"",NA,"","","Included:  All full-time and regular part-time baristas and shift supervisors employed by the Employer at its store located at 707 W Pioneer Parkway, Peoria, IL.  
Excluded:  All store managers, assistant store managers, office clerical employees, confidential employees, managerial employees, professional employees, guards and supervisors as defined in the Act, and all other employees.","","","","","","Included: All full-time and regular part-time Baristas and Shift Supervisors

Excluded: Store Managers, Office Clericals, Guards, Professional Employees, and Supervisors",8,70,2022-07-01,2022-04-01,"6-10",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.5,"No",4,40.693137,-89.589847,"Peoria, IL 61601",1,"place","TIGER/Line® dataset from the US Census Bureau","Peoria","Peoria County","IL","61601","US",1,40.7590790860466,-89.693784903652
"25-RC-295476","Starbucks Corporation","Region 25, Indianapolis, Indiana","Closed",2022-05-09,2022-07-29,"Certific. of Representative","Rockford","IL","A","Single Labor Organization","Initial",2022-07-21,23,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",16,"",NA,"",NA,2,18,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its store located at 3001 North Perryville Road, Rockford, IL. 
Excluded: All store managers, assistant store managers, office clerical employees, confidential employees, managerial employees, professional employees, guards and supervisors as defined in the Act, and all other employees.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors

Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",23,73,2022-07-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.888888888888889,"Yes",5,42.33342,-89.157198,"Rockford, IL 61101",1,"place","TIGER/Line® dataset from the US Census Bureau","Rockford","Winnebago County","IL","61101","US",1,42.8199497987126,-89.3314943485885
"25-RC-310353","Starbucks Corporation","Region 25, Indianapolis, Indiana","Closed",2023-01-17,2023-02-28,"Certific. of Representative","Valparaiso","IN","A","Single Labor Organization","Initial",2023-02-17,22,NA,"Chicago & Midwest Regional Joint Board of Workers United/ SEIU",16,"",NA,"",NA,5,21,"",NA,"","Chicago & Midwest Regional Joint Board of Workers United/ SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its facility located at 2310 Laporte Avenue, Valparaiso, IN.

Excluded: All store managers, office clerical employees, professional employees, guards and supervisors as defined in the Act, and all other employees.","","","","","Chicago & Midwest Regional Joint Board of Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors

Excluded: Store Managers, Office Clericals, Guards, Professional Employees, and Supervisors",22,31,2023-01-01,2023-01-01,"11-25",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board of Workers United/ SEIU","WU",1,0.761904761904762,"Yes",1,41.454731,-87.065565,"Valparaiso, IN 46383",1,"place","TIGER/Line® dataset from the US Census Bureau","Valparaiso","Porter County","IN","46383","US",1,41.3420375419029,-87.3396972848015
"25-RC-315461","Starbucks Corporation","Region 25, Indianapolis, Indiana","Closed",2023-04-04,2023-05-23,"Certific. of Representative","Urbana","IL","A","Single Labor Organization","Initial",2023-05-16,27,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",19,"",NA,"",NA,1,20,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and part-time baristas and shift supervisors employed by the Employer at its facility located at 102 N. Vine Street, Urbana, IL.  Excluded: All store managers, assistant store managers, office clerical employees, professional employees, guards and supervisors as defined in the Act, and all other employees.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors

Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",27,42,2023-04-01,2023-04-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.95,"Yes",7,40.108966,-88.211024,"Urbana, IL 61801",1,"place","TIGER/Line® dataset from the US Census Bureau","Urbana","Champaign County","IL","61801","US",1,40.1995717523098,-88.1159149163102
"25-RC-321010","Starbucks Corporation","Region 25, Indianapolis, Indiana","Open",2023-06-30,NA,"","Bloomington","IN","","","",NA,27,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","","","","Included: All full-time and regular part-time Baristas and Shift Supervisors

Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",NA,NA,NA,2023-04-01,"26-50",TRUE,"RC","No","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,NA,"No",NA,39.07881,-86.435094,"Bloomington, IN 47401",1,"place","TIGER/Line® dataset from the US Census Bureau","Bloomington","Monroe County","IN","47401","US",1,38.9857210928103,-86.9277887175991
"27-RC-288318","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2021-12-30,2022-05-23,"Certific. of Representative","Louisville","CO","A","Single Labor Organization","Initial",2022-04-22,30,1,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU",12,"",NA,"",NA,2,14,"",NA,"","Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store #10867 located at 2800 Rock Creek Circle, A1, Superior, Colorado. Exclude: All office clerical employees, guards, professional employees, and supervisors as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United / SEIU","Include: All full-time and part-time Baristas and Shift Supervisors. Exclude: Store Mangers, office clericals, guards, professional employees, and supervisors.",30,113,2022-04-01,2021-10-01,"26-50",TRUE,"RC","Yes","Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU","WU",1,0.857142857142857,"Yes",16,39.950948,-105.159078,"Louisville, CO 80027",1,"place","TIGER/Line® dataset from the US Census Bureau","Louisville","Boulder County","CO","80027","US",1,40.274815415078,-105.500381110356
"27-RC-289608","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-01-27,2023-01-27,"Certific. of Representative","Denver","CO","A","Single Labor Organization","Initial",2022-05-10,23,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",13,"",NA,"",NA,0,13,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at its store No. 2946 located at 2975 E Colfax Ave., Denver, CO 80206. Exclude: Store managers, office clerical employees, guards, professional employees, and supervisors as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","All full-time and regular part-time Baristas and Shift Supervisors.  Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",23,103,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",10,39.760189,-104.996553,"Denver, CO 80202",1,"place","TIGER/Line® dataset from the US Census Bureau","Denver","Denver County","CO","80202","US",1,39.8721368852488,-105.483801771358
"27-RC-292032","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-03-10,2022-06-06,"Certific. of Representative","Colorado Springs","CO","A","Single Labor Organization","Initial",2022-05-19,24,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",13,"",NA,"",NA,0,14,"",1,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include; All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #49417 located in Colorado Springs, CO. Exclude: All Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors.",24,70,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,1,"Yes",11,38.828893,-104.809929,"Colorado Springs, CO 80903",1,"place","TIGER/Line® dataset from the US Census Bureau","Colorado Springs","El Paso County","CO","80903","US",1,38.4592923421607,-105.137290389529
"27-RC-292041","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-03-10,2022-06-06,"Certific. of Representative","Denver","CO","A","Single Labor Organization","Initial",2022-05-19,26,1,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",4,"",NA,"",NA,1,7,"",2,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #5640 located in Denver, CO. Exclude: All Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors. Exclude: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",26,70,2022-04-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.8,"Yes",21,39.760189,-104.996553,"Denver, CO 80202",1,"place","TIGER/Line® dataset from the US Census Bureau","Denver","Denver County","CO","80202","US",1,39.9390563526607,-105.429955284281
"27-RC-292261","Starbucks Corporation","Region 27, Denver, Colorado","Open",2022-03-15,NA,"","Colorado Springs","CO","A","Revised Single Labor Org","Initial",2023-02-09,29,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",10,"",NA,"",NA,10,20,"",NA,"","","Include: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #10897 located in Colorado Springs, CO. Exclude: All Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","","Include: All full-time and regular part-time Baristas and Shift Supervisors. Exclude: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",29,331,2023-01-01,2022-01-01,"26-50",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.5,"No",9,38.828893,-104.809929,"Colorado Springs, CO 80903",1,"place","TIGER/Line® dataset from the US Census Bureau","Colorado Springs","El Paso County","CO","80903","US",1,38.6162003124792,-105.177049571434
"27-RC-292681","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-03-22,2022-06-06,"Certific. of Representative","Denver","CO","A","Single Labor Organization","Initial",2022-05-19,24,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",9,"",NA,"",NA,1,10,"",1,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #5440 located in Denver, CO. Exclude: All Store Managers, office clerical employees, confidential employees, managerial employees, professional employees, guards, and supervisors, as defined in the Act.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Include: All full-time and regular part-time Baristas and Shift Supervisors. Exclude: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors",24,58,2022-04-01,2022-01-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.9,"Yes",14,39.760189,-104.996553,"Denver, CO 80202",1,"place","TIGER/Line® dataset from the US Census Bureau","Denver","Denver County","CO","80202","US",1,40.2371971564784,-104.774143970509
"27-RC-293438","Starbucks Corporation","Region 27, Denver, Colorado","Closed",2022-04-04,2022-06-23,"Certific. of Representative","Cottonwood Heights","UT","A","Single Labor Organization","Initial",2022-06-10,20,NA,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",11,"",NA,"",NA,6,17,"",NA,"","Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time baristas and shift supervisors employed by the Employer at its Store #50326 located in Cottonwood Heights, UT.

Excluded:  All  Store  Managers,  office  clerical  employees,  confidential  employees, managerial  employees, professional employees, guards, and supervisors, as defined in the Act, and all other employees.","","","","","Chicago and Midwest Regional Joint Board, Workers United/SEIU","",20,67,2022-04-01,2022-04-01,"11-25",TRUE,"RC","Yes","Chicago and Midwest Regional Joint Board, Workers United/SEIU","WU",1,0.647058823529412,"Yes",3,40.611653,-111.714916,"Cottonwood, UT 84121",0.9,"place","TIGER/Line® dataset from the US Census Bureau","Cottonwood","Salt Lake County","UT","84121","US",1,40.3909928697395,-111.421442892958
