"Case","Region","Case_Name","Date_Filed","Date_Closed","City","State","Unit ID","Tally_Date","Num_Eligible_Voters","Void Ballots","Labor_Union","Votes_For_Union","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes_Against","Total_Ballots_Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Tally_Type","Ballot_Type","Reason_Closed","Status","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Length","Tally_Quarter","Filed_Quarter","size","Unique","Case_Type","Election_Data","Plot_Labor_Union","National_Count","National","Margin","Union_Cer","Didnt_Vote"
"04-RC-021789","Region 04, Philadelphia, Pennsylvania","PHS Correctional Healthcare",2011-01-31,2011-03-28,"Brentwood","TN","B",2011-03-17,13,NA,"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C, AFSCME, AFL-CIO",10,NA,NA,NA,NA,3,13,"N",NA,"N","NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C, AFSCME, AFL-CIO","Initial","Single Labor Organization","Certific. of Representative","Closed","INCLUDED:  All full-time and regular part-time physicians, registered nurses, certified registered nurse practioners, and physicians' assistants employed by the Employer at the Commonwealth of Pennsylvania's SCI-Graterford facility, Rt. 29 and Grater","INCLUDED:  All full-time and regular part-time phlebotomists and clinical coordinators empoyed by the Employer at the Commonwealth of Pennsylvania's SCI-Graterford facility, Rt. 29 and Graterford Road, Graterford, PA.
EXCLUDED:  All other employees,",NA,NA,45,2011-01-01,2011-01-01,"11-25",TRUE,"RC","Yes","NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C, AFSCME, AFL-CIO",1,"AFSCME",0.769230769230769,"Yes",0
"10-RD-001509","Region 10, Atlanta, Georgia","RURAL/METRO OF TENNESSEE, L.P.",2011-01-05,2011-02-24,"Knoxville","TN","A",2011-02-16,262,NA,"INTERNATIONAL ASSOCIATION OF EMTS AND PARAMEDICS, SEIU/NAGE",49,NA,NA,NA,NA,42,91,"N",4,"N","INTERNATIONAL ASSOCIATION OF EMTS AND PARAMEDICS, SEIU/NAGE","Initial","Single Labor Organization","Certific. of Representative","Closed","All full-time and regular part-time licensed EMTs (including basic EMTs and EMT-IV), paramedics, dispatchers and supply technicians employed by the Employer at its facility located at 10140 Gallows Point Drive, Knoxville, Tennessee, but excluding all",NA,NA,NA,42,2011-01-01,2011-01-01,"101-500",TRUE,"RD","Yes","INTERNATIONAL ASSOCIATION OF EMTS AND PARAMEDICS, SEIU/NAGE",1,"NAGE",0.538461538461538,"Yes",171
"26-RC-008622","Region 15, New Orleans, Louisiana","Vi-Jon, Inc.",2010-12-20,2011-02-18,"Smyrna","TN",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawal Non-adjusted","Closed",NA,NA,NA,NA,NA,NA,2010-10-01,"51-100",TRUE,"RC","No",NA,0,"Uncoded",NA,"Other",NA
"26-RC-008621","Region 15, New Orleans, Louisiana","Railcrew Xpress, LLC",2010-11-03,2010-12-28,"Memphis","TN","A",2010-12-16,29,NA,"TEAMSTERS LOCAL UNION NO. 667",14,NA,NA,NA,NA,2,16,"N",NA,"N","TEAMSTERS LOCAL UNION NO. 667","Initial","Single Labor Organization","Certific. of Representative","Closed","Included: All full-time and regular part-time rail crew shuttle drivers employed by the Employer at rail yards and depots located in Memphis, TN.

Excluded: All office clerical employees, professional employees, guards and supervisors as defined in",NA,NA,NA,43,2010-10-01,2010-10-01,"26-50",TRUE,"RC","Yes","TEAMSTERS LOCAL UNION NO. 667",1,"Teamsters",0.875,"Yes",13
"10-RD-001505","Region 10, Atlanta, Georgia","VACUMET CORP.",2010-10-29,2010-11-10,"Morristown","TN",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawal Non-adjusted","Closed",NA,NA,NA,NA,NA,NA,2010-10-01,"6-10",TRUE,"RD","No",NA,0,"Uncoded",NA,"Other",NA
"26-RD-001176","Region 15, New Orleans, Louisiana","Railcrew Xpress",2010-10-25,2010-10-28,"Memphis","TN",NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawal Non-adjusted","Closed",NA,NA,NA,NA,NA,NA,2010-10-01,"26-50",TRUE,"RD","No",NA,0,"Uncoded",NA,"Other",NA
"26-RD-001175","Region 15, New Orleans, Louisiana","Rivers End Trading South",2010-10-18,2011-02-03,"Clarksville","TN",NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawal Non-adjusted","Closed",NA,NA,NA,NA,NA,NA,2010-10-01,"26-50",TRUE,"RD","No",NA,0,"Uncoded",NA,"Other",NA
"10-RC-015805","Region 10, Atlanta, Georgia","NAKATETSU MACHING TECNOLOGIES LLC",2010-09-13,2010-10-29,"Telford","TN","A",2010-10-21,37,NA,"UAW, REGION 8",8,NA,NA,NA,NA,29,37,"N",NA,"N",NA,"Initial","Single Labor Organization","Certification of Results","Closed","All full-time and regulart part-time machine operators, set-up operators, material handlers, sorters, manufacturing support associate, production control specialist, and quality assurance technician employed by the Employer at its facility located at",NA,NA,NA,38,2010-10-01,2010-07-01,"26-50",TRUE,"RC","Yes","UAW, REGION 8",1,"UAW",0.216216216216216,"No",0
"10-RC-015800","Region 10, Atlanta, Georgia","FRONTIER COMMUNICATIONS d/b/a CITIZENS TELECOMMUNICATIONS COMPANY OF TENNESSEE",2010-08-09,2010-09-20,"Powell","TN","A",2010-09-10,15,NA,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 1087",6,NA,NA,NA,NA,9,15,"N",NA,"N",NA,"Initial","Single Labor Organization","Certification of Results","Closed","All communications technicains, central office technicians, customer care representatives and drafters employed by the Employer at its facilities located at 2104 W. Emory Road, Powell, Tennessee and 7840 Rutledge Pike, Rutledge, Tennessee but excludi",NA,NA,NA,32,2010-07-01,2010-07-01,"11-25",TRUE,"RC","Yes","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 1087",1,"IBEW",0.4,"No",0
"10-RC-015799","Region 10, Atlanta, Georgia","MUNDET TENNESSEE INC.",2010-08-06,2010-09-17,"Surgoinsville","TN","A",2010-09-09,10,NA,"GRAPHIC COMMUNICATIONS CONFERENCE OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS, CHATTANOOGA LOCAL 1",8,NA,NA,NA,NA,1,9,"N",1,"N","GRAPHIC COMMUNICATIONS CONFERENCE OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS, CHATTANOOGA LOCAL 1","Initial","Single Labor Organization","Certific. of Representative","Closed","All full-time quality control and quality technician employees employed by the Employer at its facility located at 170 Giger Road, Surgoinsville, Tennessee but excluding all other empoyees, office clerical emp0loyees, sales employees, professional em",NA,NA,NA,34,2010-07-01,2010-07-01,"6-10",TRUE,"RC","Yes","GRAPHIC COMMUNICATIONS CONFERENCE OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS, CHATTANOOGA LOCAL 1",1,"Teamsters",0.888888888888889,"Yes",1
